song_id,car,chill,club,dance,gym,happy,night,party,relax,running,sad,sleep,summer,work,workout
2464502,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0
103205072,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1
5479982,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1
426758182,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1
144273854,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0
7429842,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
313644,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0
104277152,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
10770665,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0
546583602,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1
3333682,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1
99556710,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
530221071,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0
14214930,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0
4209612,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
381458141,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
120817818,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
7164537,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2171456,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10154617,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
119682450,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
347557071,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
130914064,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1
2511224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91599884,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1
133379176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
93026294,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
7239011,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0
135980080,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
14099367,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1
90428591,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61686262,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0
3107326,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
135374166,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0
128096023,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1
3120672,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
64153419,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1
70079414,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1
399203362,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
78669561,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1
68566696,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1
357426771,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100423002,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
65492092,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1
569166522,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
134522360,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
89077549,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5093943,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
346460821,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
75457476,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
101153636,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1
145609060,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10424282,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
75805331,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82664634,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1
15179215,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
88449443,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
561855552,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1573881,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0
17135122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
130018150,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
114395862,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100614636,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140857423,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0
142337019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32142121,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
565056,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
414634862,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
66425986,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
90802377,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0
620293172,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
6322630,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
422293172,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
57630641,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134948420,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69189760,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1
78647537,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
3135556,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
12791224,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2301225,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0
90661201,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
867061,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
2234269,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
397141412,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
72059773,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
135429852,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
679225,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
72918600,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
81294306,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0
82474322,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0
472898512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
408181092,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
813385,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
3158268,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
620278292,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
347363751,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0
3090467,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0
7117048,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
71704909,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1114748,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1195496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
376208401,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
2120967,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
588702,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3765803,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0
74961888,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
63358012,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1
1161682,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71238363,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2148257,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
71441863,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140390787,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
123246098,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
453543012,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
83756478,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
483558542,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
112417192,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0
63049355,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1
433129572,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
542158682,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
656497252,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
6345540,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
14737958,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
368819441,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0
61100191,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1
422617382,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
953606,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
617737242,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1
111024448,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
69071679,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0
354423271,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0
378514381,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
72273757,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0
76395825,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0
136168586,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
108421538,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0
16009814,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
416199812,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
398852652,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1
885307,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0
532092,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0
96259474,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
450531912,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1
87669877,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
114788494,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1
62082981,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
553370602,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3098354,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0
459487702,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0
13558228,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0
519598502,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
626167,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
3826212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
79928374,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0
7667059,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
378114241,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
17091680,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
16096935,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
13189024,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1
78977833,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1
129219996,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
642991312,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0
85849773,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
92573462,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1
119041750,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
381454381,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0
105069592,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75739907,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65120585,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1
671141,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
682217,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0
63164722,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
141338791,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1
4636656,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
647406872,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
81138228,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0
74457141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17191428,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
68954422,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0
461697762,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
8011673,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
66881687,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1
3671247,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0
625530,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1
83059376,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1
68788684,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0
131743470,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
101621101,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1
115443852,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
12164497,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0
136802398,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1
14948701,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
90355385,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
17135114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1112991,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
127365547,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0
5639363,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0
1151554,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
1179366,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
18183089,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
123345684,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0
1142583,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0
388726451,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
921039,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
466784492,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1
90250615,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
383544371,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
131773322,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1165849,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
371089611,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2575686,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1
367808971,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
101833725,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
722642,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
570213,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
3167840,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1
501718532,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
68680585,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3072020,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0
69627777,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
92598456,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
643696852,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0
18063169,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1023139,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0
470606982,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1
71071274,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1
6722112,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0
401077922,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
263337,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
504135762,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13129197,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
127127737,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
140683107,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
68863187,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0
97971912,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1
16642827,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
143887244,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
125778885,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0
456983632,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0
138609511,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
366409471,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1
75320049,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1
129287498,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
7512060,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1
136272460,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
134298396,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
13791929,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
11747946,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1
93954152,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2954706,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1
6599832,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
61094293,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
633351172,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
128761781,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1
2219131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
561856962,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0
10284907,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
13020453,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120172614,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0
11974551,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
69879249,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
7624159,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
122435390,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1
31050111,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
541256952,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87114415,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0
69334992,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1
132929046,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1
4519899,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
75828376,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
75970420,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
16136617,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1
61018213,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1
365155,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1
57255661,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1
60200381,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72273758,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1
97859546,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
357727281,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1
648025292,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1
99216700,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
398381462,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
134523166,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
18796621,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
292067,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
429153142,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
63459660,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
70640487,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
75876890,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
378114081,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
727720,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
664110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
6471312,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
605288,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0
2124748,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1
64784971,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
64987551,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1
366297881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79932752,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
419139102,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
1098069,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
34945401,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
109569510,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1
16295511,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1
13103121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140869465,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
145555634,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1
132480352,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
71269404,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0
90326855,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1016279,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84860559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
125609170,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1
76394264,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
452872182,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0
1095872,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0
6305086,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0
121124522,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0
107936232,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1
99095998,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
71999936,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
68473156,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0
86877141,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0
3826218,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
557092,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0
86541427,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
5468319,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
123607620,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7853852,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
140132653,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1
545059052,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
595082272,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1
2183634,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
92210382,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0
140344355,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
57840201,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
126866297,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93806536,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1
452640842,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4619462,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
2101574,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0
1583246,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1
67933169,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1
540175,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12562258,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1
72717411,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0
76303636,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
396451362,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1
6812360,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
117384160,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0
472710752,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
74672928,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1
73250229,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
126683103,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
93820312,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
134881860,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
135010098,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2553265,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131566140,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1
1141169,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1
631775062,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0
75178263,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
881563,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
144958746,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0
79789262,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1
